Date,Military Time,Isolate ID,PCR Date,Pyro Machine,Well,DispSeq,Tech,Region,Pyromark File Name (Machine #-date-military time),Fwd Primer,Rev Primer,Seq Primer
1/20/2011,,Ct-020,12/15/2010,EBI 1,B1,ModGATC-2c,VanderKelen,23-5,012011-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
1/20/2011,,Ct-021,12/15/2010,EBI 1,B2,ModGATC-2c,VanderKelen,23-5,012011-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
1/20/2011,,Dg-015,12/15/2010,EBI 1,B3,ModGATC-2c,VanderKelen,23-5,012011-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
1/20/2011,,Dg-016,12/15/2010,EBI 1,B4,ModGATC-2c,VanderKelen,23-5,012011-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
1/20/2011,,Dg-017,12/15/2010,EBI 1,B5,ModGATC-2c,VanderKelen,23-5,012011-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
1/20/2011,,Dg-018,12/15/2010,EBI 1,B6,ModGATC-2c,VanderKelen,23-5,012011-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
1/20/2011,,Dg-019,12/15/2010,EBI 1,B7,ModGATC-2c,VanderKelen,23-5,012011-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
1/20/2011,,Dg-020,12/15/2010,EBI 1,B8,ModGATC-2c,VanderKelen,23-5,012011-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
1/20/2011,,Dg-021,12/15/2010,EBI 1,C1,ModGATC-2c,VanderKelen,23-5,012011-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
1/20/2011,,Dg-022,12/15/2010,EBI 1,C2,ModGATC-2c,VanderKelen,23-5,012011-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
1/20/2011,,Dg-023,12/15/2010,EBI 1,C3,ModGATC-2c,VanderKelen,23-5,012011-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
1/20/2011,,Dg-024,12/15/2010,EBI 1,C4,ModGATC-2c,VanderKelen,23-5,012011-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
1/20/2011,,Dg-025,12/15/2010,EBI 1,C5,ModGATC-2c,VanderKelen,23-5,012011-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
1/20/2011,,Dg-026,12/15/2010,EBI 1,C6,ModGATC-2c,VanderKelen,23-5,012011-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
1/20/2011,,Dg-027,12/15/2010,EBI 1,C7,ModGATC-2c,VanderKelen,23-5,012011-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
1/20/2011,,Dg-028,12/15/2010,EBI 1,C8,ModGATC-2c,VanderKelen,23-5,012011-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
1/20/2011,,ES-015,9/15/2010,EBI 1,A1,ModGATC-2c,VanderKelen,23-5,012011b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
1/20/2011,,ES-016,9/15/2010,EBI 1,A2,ModGATC-2c,VanderKelen,23-5,012011b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
1/20/2011,,ES-017,9/15/2010,EBI 1,A3,ModGATC-2c,VanderKelen,23-5,012011b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
1/20/2011,,ES-018,9/15/2010,EBI 1,A4,ModGATC-2c,VanderKelen,23-5,012011b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
1/20/2011,,ES-019,9/15/2010,EBI 1,A5,ModGATC-2c,VanderKelen,23-5,012011b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
1/20/2011,,ES-020,9/15/2010,EBI 1,A6,ModGATC-2c,VanderKelen,23-5,012011b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
1/20/2011,,ES-021,9/15/2010,EBI 1,A7,ModGATC-2c,VanderKelen,23-5,012011b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
1/20/2011,,ES-022,9/15/2010,EBI 1,A8,ModGATC-2c,VanderKelen,23-5,012011b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
1/20/2011,,ES-051,9/25/2010,EBI 1,B1,ModGATC-2c,VanderKelen,23-5,012011b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
1/20/2011,,ES-052,9/25/2010,EBI 1,B2,ModGATC-2c,VanderKelen,23-5,012011b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
1/20/2011,,ES-053,9/25/2010,EBI 1,B3,ModGATC-2c,VanderKelen,23-5,012011b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
1/20/2011,,ES-054,9/25/2010,EBI 1,B4,ModGATC-2c,VanderKelen,23-5,012011b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
1/20/2011,,ES-055,9/25/2010,EBI 1,B5,ModGATC-2c,VanderKelen,23-5,012011b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
1/20/2011,,ES-056,9/25/2010,EBI 1,B6,ModGATC-2c,VanderKelen,23-5,012011b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
1/20/2011,,ES-057,9/25/2010,EBI 1,B7,ModGATC-2c,VanderKelen,23-5,012011b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
1/20/2011,,ES-058,9/25/2010,EBI 1,B8,ModGATC-2c,VanderKelen,23-5,012011b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
1/20/2011,,ES-059,10/9/2010,EBI 1,C1,ModGATC-2c,VanderKelen,23-5,012011b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
1/20/2011,,ES-060,10/9/2010,EBI 1,C2,ModGATC-2c,VanderKelen,23-5,012011b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
1/20/2011,,ES-061,10/9/2010,EBI 1,C3,ModGATC-2c,VanderKelen,23-5,012011b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
1/20/2011,,ES-062,10/9/2010,EBI 1,C4,ModGATC-2c,VanderKelen,23-5,012011b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
1/20/2011,,ES-063,10/9/2010,EBI 1,C5,ModGATC-2c,VanderKelen,23-5,012011b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
1/20/2011,,ES-064,10/9/2010,EBI 1,C6,ModGATC-2c,VanderKelen,23-5,012011b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
1/20/2011,,ES-065,10/9/2010,EBI 1,C7,ModGATC-2c,VanderKelen,23-5,012011b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
1/20/2011,,ES-066,10/9/2010,EBI 1,C8,ModGATC-2c,VanderKelen,23-5,012011b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
11/17/2010,,Ck-005,8/20/2010,EBI 1,A1,ModGATC-2c,VanderKelen,23-5,11-17-10ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
11/17/2010,,Ck-006,8/20/2010,EBI 1,A2,ModGATC-2c,VanderKelen,23-5,11-17-10ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
11/17/2010,,Ck-007,8/20/2010,EBI 1,A3,ModGATC-2c,VanderKelen,23-5,11-17-10ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
11/17/2010,,Ck-008,8/20/2010,EBI 1,A4,ModGATC-2c,VanderKelen,23-5,11-17-10ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
11/17/2010,,Ck-009,8/20/2010,EBI 1,A5,ModGATC-2c,VanderKelen,23-5,11-17-10ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
11/17/2010,,Ck-010,8/20/2010,EBI 1,A6,ModGATC-2c,VanderKelen,23-5,11-17-10ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
11/17/2010,,Ck-011,8/20/2010,EBI 1,A7,ModGATC-2c,VanderKelen,23-5,11-17-10ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
11/17/2010,,Ck-012,8/20/2010,EBI 1,A8,ModGATC-2c,VanderKelen,23-5,11-17-10ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
11/17/2010,,Ck-013,8/20/2010,EBI 1,B1,ModGATC-2c,VanderKelen,23-5,11-17-10ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
11/17/2010,,Ck-014,8/20/2010,EBI 1,B2,ModGATC-2c,VanderKelen,23-5,11-17-10ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
11/17/2010,,Ck-015,8/20/2010,EBI 1,B3,ModGATC-2c,VanderKelen,23-5,11-17-10ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
11/17/2010,,Ck-016,8/20/2010,EBI 1,B4,ModGATC-2c,VanderKelen,23-5,11-17-10ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
11/17/2010,,Ck-017,8/20/2010,EBI 1,B5,ModGATC-2c,VanderKelen,23-5,11-17-10ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
11/17/2010,,Ck-018,8/20/2010,EBI 1,B6,ModGATC-2c,VanderKelen,23-5,11-17-10ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
11/17/2010,,Ck-019,8/20/2010,EBI 1,B7,ModGATC-2c,VanderKelen,23-5,11-17-10ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
11/17/2010,,Ck-020,8/20/2010,EBI 1,B8,ModGATC-2c,VanderKelen,23-5,11-17-10ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
11/17/2010,,Ck-021,8/20/2010,EBI 1,C1,ModGATC-2c,VanderKelen,23-5,11-17-10ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
11/17/2010,,Ck-022,8/20/2010,EBI 1,C2,ModGATC-2c,VanderKelen,23-5,11-17-10ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
11/17/2010,,Ck-023,8/20/2010,EBI 1,C3,ModGATC-2c,VanderKelen,23-5,11-17-10ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
11/17/2010,,Ck-024,8/20/2010,EBI 1,C4,ModGATC-2c,VanderKelen,23-5,11-17-10ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
11/17/2010,,Ck-025,8/20/2010,EBI 1,C5,ModGATC-2c,VanderKelen,23-5,11-17-10ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
11/17/2010,,Ck-026,8/20/2010,EBI 1,C6,ModGATC-2c,VanderKelen,23-5,11-17-10ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
11/5/2010,,ES-025,9/16/2010,EBI 1,A1,ModGATC-2c,,23-5,11-5-10ModGATCEnvSamples25-48,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
11/5/2010,,ES-026,9/16/2010,EBI 1,A2,ModGATC-2c,,23-5,11-5-10ModGATCEnvSamples25-48,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
11/5/2010,,ES-027,9/16/2010,EBI 1,A3,ModGATC-2c,,23-5,11-5-10ModGATCEnvSamples25-48,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
11/5/2010,,ES-028,9/16/2010,EBI 1,A4,ModGATC-2c,,23-5,11-5-10ModGATCEnvSamples25-48,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
11/5/2010,,ES-029,9/16/2010,EBI 1,A5,ModGATC-2c,,23-5,11-5-10ModGATCEnvSamples25-48,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
11/5/2010,,ES-030,9/16/2010,EBI 1,A6,ModGATC-2c,,23-5,11-5-10ModGATCEnvSamples25-48,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
11/5/2010,,ES-031,9/16/2010,EBI 1,A7,ModGATC-2c,,23-5,11-5-10ModGATCEnvSamples25-48,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
11/5/2010,,ES-032,9/16/2010,EBI 1,A8,ModGATC-2c,,23-5,11-5-10ModGATCEnvSamples25-48,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
11/5/2010,,ES-033,9/16/2010,EBI 1,B1,ModGATC-2c,,23-5,11-5-10ModGATCEnvSamples25-48,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
11/5/2010,,ES-034,9/16/2010,EBI 1,B2,ModGATC-2c,,23-5,11-5-10ModGATCEnvSamples25-48,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
11/5/2010,,ES-035,9/16/2010,EBI 1,B3,ModGATC-2c,,23-5,11-5-10ModGATCEnvSamples25-48,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
11/5/2010,,ES-036,9/16/2010,EBI 1,B4,ModGATC-2c,,23-5,11-5-10ModGATCEnvSamples25-48,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
11/5/2010,,ES-037,9/16/2010,EBI 1,B5,ModGATC-2c,,23-5,11-5-10ModGATCEnvSamples25-48,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
11/5/2010,,ES-038,9/16/2010,EBI 1,B6,ModGATC-2c,,23-5,11-5-10ModGATCEnvSamples25-48,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
11/5/2010,,ES-039,9/16/2010,EBI 1,B7,ModGATC-2c,,23-5,11-5-10ModGATCEnvSamples25-48,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
11/5/2010,,ES-040,9/16/2010,EBI 1,B8,ModGATC-2c,,23-5,11-5-10ModGATCEnvSamples25-48,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
11/5/2010,,ES-041,9/16/2010,EBI 1,C1,ModGATC-2c,,23-5,11-5-10ModGATCEnvSamples25-48,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
11/5/2010,,ES-042,9/16/2010,EBI 1,C2,ModGATC-2c,,23-5,11-5-10ModGATCEnvSamples25-48,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
11/5/2010,,ES-043,9/16/2010,EBI 1,C3,ModGATC-2c,,23-5,11-5-10ModGATCEnvSamples25-48,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
11/5/2010,,ES-044,9/16/2010,EBI 1,C4,ModGATC-2c,,23-5,11-5-10ModGATCEnvSamples25-48,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
11/5/2010,,ES-045,9/16/2010,EBI 1,C5,ModGATC-2c,,23-5,11-5-10ModGATCEnvSamples25-48,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
11/5/2010,,ES-046,9/16/2010,EBI 1,C6,ModGATC-2c,,23-5,11-5-10ModGATCEnvSamples25-48,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
11/5/2010,,ES-047,9/16/2010,EBI 1,C7,ModGATC-2c,,23-5,11-5-10ModGATCEnvSamples25-48,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
11/5/2010,,ES-048,9/16/2010,EBI 1,C8,ModGATC-2c,,23-5,11-5-10ModGATCEnvSamples25-48,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/10/2010,,Pg-053,9/2/2010,EBI 1,C7,ModGATC-2c,VanderKelen,23-5,12-10-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/10/2010,,Pg-054,9/2/2010,EBI 1,C8,ModGATC-2c,VanderKelen,23-5,12-10-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/10/2010,,Pg-063,9/7/2010,EBI 1,A1,ModGATC-2c,VanderKelen,23-5,12-10-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/10/2010,,Pg-064,9/7/2010,EBI 1,A2,ModGATC-2c,VanderKelen,23-5,12-10-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/10/2010,,Pg-065,9/7/2010,EBI 1,A3,ModGATC-2c,VanderKelen,23-5,12-10-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/10/2010,,Pg-066,9/7/2010,EBI 1,A4,ModGATC-2c,VanderKelen,23-5,12-10-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/10/2010,,Pg-067,9/7/2010,EBI 1,A5,ModGATC-2c,VanderKelen,23-5,12-10-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/10/2010,,Pg-068,9/7/2010,EBI 1,A6,ModGATC-2c,VanderKelen,23-5,12-10-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/10/2010,,Pg-069,9/7/2010,EBI 1,A7,ModGATC-2c,VanderKelen,23-5,12-10-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/10/2010,,Pg-070,9/7/2010,EBI 1,A8,ModGATC-2c,VanderKelen,23-5,12-10-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/10/2010,,Pg-071,9/7/2010,EBI 1,B1,ModGATC-2c,VanderKelen,23-5,12-10-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/10/2010,,Pg-072,9/7/2010,EBI 1,B2,ModGATC-2c,VanderKelen,23-5,12-10-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/10/2010,,Pg-073,9/7/2010,EBI 1,B3,ModGATC-2c,VanderKelen,23-5,12-10-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/10/2010,,Pg-074,9/7/2010,EBI 1,B4,ModGATC-2c,VanderKelen,23-5,12-10-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/10/2010,,Pg-075,9/7/2010,EBI 1,B5,ModGATC-2c,VanderKelen,23-5,12-10-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/10/2010,,Pg-076,9/7/2010,EBI 1,B6,ModGATC-2c,VanderKelen,23-5,12-10-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/10/2010,,Pg-077,9/7/2010,EBI 1,B7,ModGATC-2c,VanderKelen,23-5,12-10-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/10/2010,,Pg-078,9/7/2010,EBI 1,B8,ModGATC-2c,VanderKelen,23-5,12-10-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/10/2010,,Pg-079,9/7/2010,EBI 1,C1,ModGATC-2c,VanderKelen,23-5,12-10-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/10/2010,,Pg-080,9/7/2010,EBI 1,C2,ModGATC-2c,VanderKelen,23-5,12-10-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/10/2010,,Pg-081,9/7/2010,EBI 1,C3,ModGATC-2c,VanderKelen,23-5,12-10-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/10/2010,,Pg-082,9/7/2010,EBI 1,C4,ModGATC-2c,VanderKelen,23-5,12-10-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/10/2010,,Pg-083,9/7/2010,EBI 1,C5,ModGATC-2c,VanderKelen,23-5,12-10-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/10/2010,,Pg-084,9/7/2010,EBI 1,C6,ModGATC-2c,VanderKelen,23-5,12-10-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/10/2010,,Ck-027,8/27/2010,EBI 1,A1,ModGATC-2c,VanderKelen,23-5,12-10-10b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/10/2010,,Ck-028,8/27/2010,EBI 1,A2,ModGATC-2c,VanderKelen,23-5,12-10-10b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/10/2010,,Ck-029,8/27/2010,EBI 1,A3,ModGATC-2c,VanderKelen,23-5,12-10-10b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/10/2010,,Ck-030,8/27/2010,EBI 1,A4,ModGATC-2c,VanderKelen,23-5,12-10-10b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/10/2010,,Ck-031,8/27/2010,EBI 1,A5,ModGATC-2c,VanderKelen,23-5,12-10-10b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/10/2010,,Ck-032,8/27/2010,EBI 1,A6,ModGATC-2c,VanderKelen,23-5,12-10-10b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/10/2010,,Ck-033,8/27/2010,EBI 1,A7,ModGATC-2c,VanderKelen,23-5,12-10-10b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/10/2010,,Ck-034,8/27/2010,EBI 1,A8,ModGATC-2c,VanderKelen,23-5,12-10-10b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/10/2010,,Ck-035,8/27/2010,EBI 1,B1,ModGATC-2c,VanderKelen,23-5,12-10-10b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/10/2010,,Ck-036,8/27/2010,EBI 1,B2,ModGATC-2c,VanderKelen,23-5,12-10-10b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/10/2010,,Ck-037,8/27/2010,EBI 1,B3,ModGATC-2c,VanderKelen,23-5,12-10-10b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/10/2010,,Ck-038,8/27/2010,EBI 1,B4,ModGATC-2c,VanderKelen,23-5,12-10-10b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/10/2010,,Ck-039,8/27/2010,EBI 1,B5,ModGATC-2c,VanderKelen,23-5,12-10-10b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/10/2010,,Ck-040,8/27/2010,EBI 1,B6,ModGATC-2c,VanderKelen,23-5,12-10-10b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/10/2010,,Ck-041,8/27/2010,EBI 1,B7,ModGATC-2c,VanderKelen,23-5,12-10-10b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/10/2010,,Ck-042,8/27/2010,EBI 1,B8,ModGATC-2c,VanderKelen,23-5,12-10-10b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/10/2010,,Ck-043,8/27/2010,EBI 1,C1,ModGATC-2c,VanderKelen,23-5,12-10-10b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/10/2010,,Ck-044,8/27/2010,EBI 1,C2,ModGATC-2c,VanderKelen,23-5,12-10-10b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/10/2010,,Pg-085,9/8/2010,EBI 1,C3,ModGATC-2c,VanderKelen,23-5,12-10-10b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/10/2010,,Pg-086,9/8/2010,EBI 1,C4,ModGATC-2c,VanderKelen,23-5,12-10-10b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/10/2010,,Pg-087,9/8/2010,EBI 1,C5,ModGATC-2c,VanderKelen,23-5,12-10-10b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/10/2010,,Pg-088,9/8/2010,EBI 1,C6,ModGATC-2c,VanderKelen,23-5,12-10-10b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/10/2010,,Pg-089,9/8/2010,EBI 1,C7,ModGATC-2c,VanderKelen,23-5,12-10-10b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/10/2010,,Pg-090,9/8/2010,EBI 1,C8,ModGATC-2c,VanderKelen,23-5,12-10-10b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
