Date,Military Time,Isolate ID,PCR Date,Pyro Machine,Well,DispSeq,Tech,Region,Pyromark File Name (Machine #-date-military time),Fwd Primer,Rev Primer,Seq Primer
12/13/2010,,Ct-001,8/30/2010,EBI 1,A1,ModGATC-2c,VanderKelen,23-5,12-13-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/13/2010,,Ct-002,8/30/2010,EBI 1,A2,ModGATC-2c,VanderKelen,23-5,12-13-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/13/2010,,Ct-003,8/30/2010,EBI 1,A3,ModGATC-2c,VanderKelen,23-5,12-13-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/13/2010,,Ct-004,8/30/2010,EBI 1,A4,ModGATC-2c,VanderKelen,23-5,12-13-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/13/2010,,Ct-005,8/30/2010,EBI 1,A5,ModGATC-2c,VanderKelen,23-5,12-13-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/13/2010,,Ct-006,8/30/2010,EBI 1,A6,ModGATC-2c,VanderKelen,23-5,12-13-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/13/2010,,Ct-007,8/30/2010,EBI 1,A7,ModGATC-2c,VanderKelen,23-5,12-13-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/13/2010,,Ct-008,8/30/2010,EBI 1,B1,ModGATC-2c,VanderKelen,23-5,12-13-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/13/2010,,Ct-009,8/30/2010,EBI 1,B2,ModGATC-2c,VanderKelen,23-5,12-13-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/13/2010,,Ct-010,8/30/2010,EBI 1,B3,ModGATC-2c,VanderKelen,23-5,12-13-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/13/2010,,Ct-011,8/30/2010,EBI 1,B4,ModGATC-2c,VanderKelen,23-5,12-13-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/13/2010,,Sg-027,8/12/2010,EBI 1,B5,ModGATC-2c,VanderKelen,23-5,12-13-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/13/2010,,Sg-028,8/12/2010,EBI 1,B6,ModGATC-2c,VanderKelen,23-5,12-13-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/13/2010,,Sg-029,8/12/2010,EBI 1,B7,ModGATC-2c,VanderKelen,23-5,12-13-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/13/2010,,Sg-030,8/12/2010,EBI 1,B8,ModGATC-2c,VanderKelen,23-5,12-13-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/13/2010,,Sg-039,8/12/2010,EBI 1,C1,ModGATC-2c,VanderKelen,23-5,12-13-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/13/2010,,Sg-040,8/12/2010,EBI 1,C2,ModGATC-2c,VanderKelen,23-5,12-13-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/13/2010,,Sg-041,8/12/2010,EBI 1,C3,ModGATC-2c,VanderKelen,23-5,12-13-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/13/2010,,Sg-042,8/12/2010,EBI 1,C4,ModGATC-2c,VanderKelen,23-5,12-13-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/13/2010,,Sg-043,8/12/2010,EBI 1,C5,ModGATC-2c,VanderKelen,23-5,12-13-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/13/2010,,Sg-044,8/12/2010,EBI 1,C6,ModGATC-2c,VanderKelen,23-5,12-13-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/13/2010,,Sg-045,8/12/2010,EBI 1,C7,ModGATC-2c,VanderKelen,23-5,12-13-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/13/2010,,Sg-046,8/12/2010,EBI 1,C8,ModGATC-2c,VanderKelen,23-5,12-13-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/13/2010,,Sg-052,9/2/2010,EBI 1,A8,ModGATC-2c,VanderKelen,23-5,12-13-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/13/2010,,Sg-031,8/12/2010,EBI 1,C1,ModGATC-2c,VanderKelen,23-5,12-13-10b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/13/2010,,Sg-032,8/12/2010,EBI 1,C2,ModGATC-2c,VanderKelen,23-5,12-13-10b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/13/2010,,Sg-033,8/12/2010,EBI 1,C3,ModGATC-2c,VanderKelen,23-5,12-13-10b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/13/2010,,Sg-034,8/12/2010,EBI 1,C4,ModGATC-2c,VanderKelen,23-5,12-13-10b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/13/2010,,Sg-035,8/12/2010,EBI 1,C5,ModGATC-2c,VanderKelen,23-5,12-13-10b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/13/2010,,Sg-036,8/12/2010,EBI 1,C6,ModGATC-2c,VanderKelen,23-5,12-13-10b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/13/2010,,Sg-037,8/12/2010,EBI 1,C7,ModGATC-2c,VanderKelen,23-5,12-13-10b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/13/2010,,Sg-038,8/12/2010,EBI 1,C8,ModGATC-2c,VanderKelen,23-5,12-13-10b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/13/2010,,Sg-047,9/2/2010,EBI 1,B4,ModGATC-2c,VanderKelen,23-5,12-13-10b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/13/2010,,Sg-048,9/2/2010,EBI 1,B5,ModGATC-2c,VanderKelen,23-5,12-13-10b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/13/2010,,Sg-049,9/2/2010,EBI 1,B6,ModGATC-2c,VanderKelen,23-5,12-13-10b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/13/2010,,Sg-050,9/2/2010,EBI 1,B7,ModGATC-2c,VanderKelen,23-5,12-13-10b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/13/2010,,Sg-051,9/2/2010,EBI 1,B8,ModGATC-2c,VanderKelen,23-5,12-13-10b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/13/2010,,ES-082,12/11/2010,EBI 1,A1,ModGATC-2c,VanderKelen,23-5,12-13-10b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/13/2010,,ES-083,12/11/2010,EBI 1,A2,ModGATC-2c,VanderKelen,23-5,12-13-10b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/13/2010,,ES-084,12/11/2010,EBI 1,A3,ModGATC-2c,VanderKelen,23-5,12-13-10b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/13/2010,,ES-085,12/11/2010,EBI 1,A4,ModGATC-2c,VanderKelen,23-5,12-13-10b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/13/2010,,ES-086,12/11/2010,EBI 1,A5,ModGATC-2c,VanderKelen,23-5,12-13-10b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/13/2010,,ES-087,12/11/2010,EBI 1,A6,ModGATC-2c,VanderKelen,23-5,12-13-10b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/13/2010,,ES-088,12/11/2010,EBI 1,A7,ModGATC-2c,VanderKelen,23-5,12-13-10b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/13/2010,,ES-089,12/11/2010,EBI 1,A8,ModGATC-2c,VanderKelen,23-5,12-13-10b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/13/2010,,ES-098,12/11/2010,EBI 1,B1,ModGATC-2c,VanderKelen,23-5,12-13-10b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/13/2010,,ES-099,12/11/2010,EBI 1,B2,ModGATC-2c,VanderKelen,23-5,12-13-10b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/13/2010,,ES-100,12/11/2010,EBI 1,B3,ModGATC-2c,VanderKelen,23-5,12-13-10b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/7/2010,,Dg-001,8/20/2010,EBI 1,B1,ModGATC-2c,VanderKelen,23-5,12-7-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/7/2010,,Dg-002,8/20/2010,EBI 1,B2,ModGATC-2c,VanderKelen,23-5,12-7-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/7/2010,,Dg-003,8/20/2010,EBI 1,B3,ModGATC-2c,VanderKelen,23-5,12-7-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/7/2010,,Dg-004,8/20/2010,EBI 1,B4,ModGATC-2c,VanderKelen,23-5,12-7-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/7/2010,,Dg-005,8/20/2010,EBI 1,B5,ModGATC-2c,VanderKelen,23-5,12-7-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/7/2010,,Dg-006,8/20/2010,EBI 1,B6,ModGATC-2c,VanderKelen,23-5,12-7-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/7/2010,,Dg-007,8/20/2010,EBI 1,B7,ModGATC-2c,VanderKelen,23-5,12-7-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/7/2010,,Dg-008,8/20/2010,EBI 1,B8,ModGATC-2c,VanderKelen,23-5,12-7-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/7/2010,,Dg-009,8/20/2010,EBI 1,C1,ModGATC-2c,VanderKelen,23-5,12-7-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/7/2010,,Dg-010,8/20/2010,EBI 1,C2,ModGATC-2c,VanderKelen,23-5,12-7-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/7/2010,,Dg-011,8/20/2010,EBI 1,C3,ModGATC-2c,VanderKelen,23-5,12-7-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/7/2010,,Dg-012,8/20/2010,EBI 1,C4,ModGATC-2c,VanderKelen,23-5,12-7-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/7/2010,,Dg-013,8/20/2010,EBI 1,C5,ModGATC-2c,VanderKelen,23-5,12-7-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/7/2010,,Dg-014,8/20/2010,EBI 1,C6,ModGATC-2c,VanderKelen,23-5,12-7-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/7/2010,,Pg-091,9/12/2010,EBI 1,A1,ModGATC-2c,VanderKelen,23-5,12-7-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/7/2010,,Pg-092,9/12/2010,EBI 1,A2,ModGATC-2c,VanderKelen,23-5,12-7-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/7/2010,,Pg-093,9/12/2010,EBI 1,A3,ModGATC-2c,VanderKelen,23-5,12-7-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/7/2010,,Pg-094,9/12/2010,EBI 1,A4,ModGATC-2c,VanderKelen,23-5,12-7-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/7/2010,,Pg-095,9/12/2010,EBI 1,A5,ModGATC-2c,VanderKelen,23-5,12-7-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/7/2010,,Pg-096,9/12/2010,EBI 1,A6,ModGATC-2c,VanderKelen,23-5,12-7-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/7/2010,,Pg-097,9/12/2010,EBI 1,A7,ModGATC-2c,VanderKelen,23-5,12-7-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/7/2010,,Pg-098,9/12/2010,EBI 1,A8,ModGATC-2c,VanderKelen,23-5,12-7-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/7/2010,,Pg-099,9/12/2010,EBI 1,C7,ModGATC-2c,VanderKelen,23-5,12-7-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/7/2010,,Pg-100,9/12/2010,EBI 1,C8,ModGATC-2c,VanderKelen,23-5,12-7-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/7/2010,,Pg-013,8/12/2010,EBI 1,A1,ModGATC-2c,VanderKelen,23-5,12-7-10b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/7/2010,,Pg-014,8/12/2010,EBI 1,A2,ModGATC-2c,VanderKelen,23-5,12-7-10b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/7/2010,,Pg-015,8/12/2010,EBI 1,A3,ModGATC-2c,VanderKelen,23-5,12-7-10b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/7/2010,,Pg-016,8/12/2010,EBI 1,A4,ModGATC-2c,VanderKelen,23-5,12-7-10b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/7/2010,,Pg-017,8/12/2010,EBI 1,A5,ModGATC-2c,VanderKelen,23-5,12-7-10b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/7/2010,,Pg-018,8/12/2010,EBI 1,A6,ModGATC-2c,VanderKelen,23-5,12-7-10b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/7/2010,,Pg-019,8/12/2010,EBI 1,A7,ModGATC-2c,VanderKelen,23-5,12-7-10b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/7/2010,,Pg-020,8/12/2010,EBI 1,A8,ModGATC-2c,VanderKelen,23-5,12-7-10b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/7/2010,,Pg-021,8/12/2010,EBI 1,B1,ModGATC-2c,VanderKelen,23-5,12-7-10b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/7/2010,,Pg-022,8/12/2010,EBI 1,B2,ModGATC-2c,VanderKelen,23-5,12-7-10b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/7/2010,,Pg-023,8/20/2010,EBI 1,C8,ModGATC-2c,VanderKelen,23-5,12-7-10b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/7/2010,,Pg-024,8/20/2010,EBI 1,C7,ModGATC-2c,VanderKelen,23-5,12-7-10b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/7/2010,,Pg-025,8/20/2010,EBI 1,C6,ModGATC-2c,VanderKelen,23-5,12-7-10b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/7/2010,,Pg-026,8/20/2010,EBI 1,C5,ModGATC-2c,VanderKelen,23-5,12-7-10b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/7/2010,,Pg-027,8/20/2010,EBI 1,C4,ModGATC-2c,VanderKelen,23-5,12-7-10b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/7/2010,,Pg-028,8/20/2010,EBI 1,C3,ModGATC-2c,VanderKelen,23-5,12-7-10b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/7/2010,,Pg-029,8/20/2010,EBI 1,C2,ModGATC-2c,VanderKelen,23-5,12-7-10b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/7/2010,,Pg-030,8/20/2010,EBI 1,C1,ModGATC-2c,VanderKelen,23-5,12-7-10b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/7/2010,,Pg-039,8/24/2010,EBI 1,B3,ModGATC-2c,VanderKelen,23-5,12-7-10b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/7/2010,,Pg-040,8/24/2010,EBI 1,B4,ModGATC-2c,VanderKelen,23-5,12-7-10b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/7/2010,,Pg-041,8/24/2010,EBI 1,B5,ModGATC-2c,VanderKelen,23-5,12-7-10b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/7/2010,,Pg-042,8/24/2010,EBI 1,B6,ModGATC-2c,VanderKelen,23-5,12-7-10b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/7/2010,,Pg-043,8/24/2010,EBI 1,B7,ModGATC-2c,VanderKelen,23-5,12-7-10b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/7/2010,,Pg-044,8/24/2010,EBI 1,B8,ModGATC-2c,VanderKelen,23-5,12-7-10b-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/9/2010,,Pg-031,8/20/2010,EBI 1,A1,ModGATC-2c,VanderKelen,23-5,12-9-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/9/2010,,Pg-032,8/20/2010,EBI 1,A2,ModGATC-2c,VanderKelen,23-5,12-9-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/9/2010,,Pg-033,8/20/2010,EBI 1,A3,ModGATC-2c,VanderKelen,23-5,12-9-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/9/2010,,Pg-034,8/20/2010,EBI 1,A4,ModGATC-2c,VanderKelen,23-5,12-9-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/9/2010,,Pg-035,8/20/2010,EBI 1,A5,ModGATC-2c,VanderKelen,23-5,12-9-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/9/2010,,Pg-036,8/20/2010,EBI 1,A6,ModGATC-2c,VanderKelen,23-5,12-9-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/9/2010,,Pg-037,8/20/2010,EBI 1,A7,ModGATC-2c,VanderKelen,23-5,12-9-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/9/2010,,Pg-038,8/20/2010,EBI 1,A8,ModGATC-2c,VanderKelen,23-5,12-9-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/9/2010,,Pg-045,9/2/2010,EBI 1,B1,ModGATC-2c,VanderKelen,23-5,12-9-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/9/2010,,Pg-046,9/2/2010,EBI 1,B2,ModGATC-2c,VanderKelen,23-5,12-9-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/9/2010,,Pg-047,9/2/2010,EBI 1,B3,ModGATC-2c,VanderKelen,23-5,12-9-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/9/2010,,Pg-048,9/2/2010,EBI 1,B4,ModGATC-2c,VanderKelen,23-5,12-9-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/9/2010,,Pg-049,9/2/2010,EBI 1,B5,ModGATC-2c,VanderKelen,23-5,12-9-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/9/2010,,Pg-050,9/2/2010,EBI 1,B6,ModGATC-2c,VanderKelen,23-5,12-9-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/9/2010,,Pg-051,9/2/2010,EBI 1,B7,ModGATC-2c,VanderKelen,23-5,12-9-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/9/2010,,Pg-052,9/2/2010,EBI 1,B8,ModGATC-2c,VanderKelen,23-5,12-9-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/9/2010,,Pg-055,9/7/2010,EBI 1,C1,ModGATC-2c,VanderKelen,23-5,12-9-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/9/2010,,Pg-056,9/7/2010,EBI 1,C2,ModGATC-2c,VanderKelen,23-5,12-9-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/9/2010,,Pg-057,9/7/2010,EBI 1,C3,ModGATC-2c,VanderKelen,23-5,12-9-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/9/2010,,Pg-058,9/7/2010,EBI 1,C4,ModGATC-2c,VanderKelen,23-5,12-9-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/9/2010,,Pg-059,9/7/2010,EBI 1,C5,ModGATC-2c,VanderKelen,23-5,12-9-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/9/2010,,Pg-060,9/7/2010,EBI 1,C6,ModGATC-2c,VanderKelen,23-5,12-9-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/9/2010,,Pg-061,9/7/2010,EBI 1,C7,ModGATC-2c,VanderKelen,23-5,12-9-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
12/9/2010,,Pg-062,9/7/2010,EBI 1,C8,ModGATC-2c,VanderKelen,23-5,12-9-10-ModGATC-2controls,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
3/1/2011,1200,Hu-067,2/15/2011,3,A1,ModGATC-2c,AKH,23-5,3-3/1/11-1200,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
3/1/2011,1200,Hu-067,2/15/2011,3,A2,ModGATC-2c,AKH,23-5,3-3/1/11-1200,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
3/1/2011,1200,Hu-067,2/15/2011,3,A3,ModGATC-2c,AKH,23-5,3-3/1/11-1200,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
3/1/2011,1200,Hu-066,2/15/2011,3,A4,ModGATC-2c,AKH,23-5,3-3/1/11-1200,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
3/1/2011,1200,Hu-066,2/15/2011,3,A5,ModGATC-2c,AKH,23-5,3-3/1/11-1200,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
3/1/2011,1200,Hu-066,2/15/2011,3,A6,ModGATC-2c,AKH,23-5,3-3/1/11-1200,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
3/1/2011,1200,Hu-090,2/15/2011,3,A7,ModGATC-2c,AKH,23-5,3-3/1/11-1200,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
3/1/2011,1200,Hu-090,2/15/2011,3,A8,ModGATC-2c,AKH,23-5,3-3/1/11-1200,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
3/1/2011,1200,Hu-090,2/15/2011,3,B1,ModGATC-2c,AKH,23-5,3-3/1/11-1200,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
3/1/2011,1200,Hu-089,2/15/2011,3,B2,ModGATC-2c,AKH,23-5,3-3/1/11-1200,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
3/1/2011,1200,Hu-089,2/15/2011,3,B3,ModGATC-2c,AKH,23-5,3-3/1/11-1200,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
3/1/2011,1200,Hu-089,2/15/2011,3,B4,ModGATC-2c,AKH,23-5,3-3/1/11-1200,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
3/1/2011,1200,Hu-022,2/15/2011,3,B5,ModGATC-2c,AKH,23-5,3-3/1/11-1200,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
3/1/2011,1200,Hu-022,2/15/2011,3,B6,ModGATC-2c,AKH,23-5,3-3/1/11-1200,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
3/1/2011,1200,Hu-022,2/15/2011,3,B7,ModGATC-2c,AKH,23-5,3-3/1/11-1200,23-5ITS-F,23-5ITS-R-biotin,23-5ITS-S
